minimum_nights,number_of_reviews,reviews_per_month,availability_365,price
30,0,1.3732214298586618,365,55
7,8,0.75,0,54
3,36,1.06,89,120
2,0,1.3732214298586618,41,125
2,7,2.59,294,248
14,1,1.0,2,135
25,3,0.13,36,35
3,0,1.3732214298586618,342,1500
2,1,0.02,0,60
80,0,1.3732214298586618,365,1170
7,0,1.3732214298586618,0,38
1,6,2.43,164,50
29,0,1.3732214298586618,334,189
2,279,3.68,218,175
30,0,1.3732214298586618,364,350
2,44,2.23,153,325
1,1,0.04,0,65
3,69,1.61,226,245
2,6,0.28,39,100
30,1,0.45,342,55
2,0,1.3732214298586618,365,1050
4,182,2.6,72,120
1,64,1.78,302,50
5,38,1.8,54,125
2,57,3.57,53,95
2,85,5.56,349,75
2,102,4.48,213,170
1,7,0.96,218,137
1,9,0.46,364,119
1,1,0.1,0,100
7,45,0.91,364,379
1,12,4.44,161,85
2,49,0.96,365,100
1,56,7.0,51,85
30,0,1.3732214298586618,243,34
2,0,1.3732214298586618,362,600
1,13,2.41,17,40
7,0,1.3732214298586618,53,50
1,11,0.78,24,170
4,21,0.75,189,160
1,0,1.3732214298586618,0,100
1,0,1.3732214298586618,365,70
30,3,0.17,365,32
4,32,0.72,303,80
1,65,3.78,92,79
2,32,1.09,0,119
6,4,0.13,0,50
2,3,0.19,223,60
5,0,1.3732214298586618,209,300
30,0,1.3732214298586618,351,265
1,209,4.53,1,50
30,3,0.24,339,130
2,22,1.15,132,350
1,1,1.0,157,110
2,0,1.3732214298586618,0,70
3,3,3.0,13,75
30,8,0.13,258,113
1,2,2.0,71,225
30,0,1.3732214298586618,265,99
1,25,0.63,0,250
14,7,0.15,179,125
5,0,1.3732214298586618,0,75
14,99,2.32,21,85
2,5,0.09,0,140
1,1,0.79,365,199
7,55,1.12,13,220
3,27,0.69,0,60
3,3,0.1,0,215
30,0,1.3732214298586618,361,54
5,1,0.41,77,180
1,4,0.53,5,150
7,0,1.3732214298586618,0,50
5,2,0.06,0,105
6,144,2.5,59,60
4,8,1.1,363,200
2,0,1.3732214298586618,0,80
4,2,2.0,34,160
5,20,1.43,0,160
2,2,0.04,0,155
120,0,1.3732214298586618,163,232
10,9,0.19,0,149
1,0,1.3732214298586618,0,1500
1,0,1.3732214298586618,146,7703
3,2,0.11,0,75
1,50,2.48,287,90
1,24,1.86,32,59
2,51,2.26,170,60
2,4,0.53,0,190
1,3,0.2,0,46
4,12,1.86,29,80
1,0,1.3732214298586618,0,100
5,4,2.03,313,75
4,0,1.3732214298586618,22,99
30,0,1.3732214298586618,311,250
1,0,1.3732214298586618,0,55
7,4,0.07,0,90
60,2,0.08,0,249
3,2,0.04,0,225
30,7,0.18,252,110
1,4,0.47,179,179
5,8,0.16,0,80
4,0,1.3732214298586618,0,100
1,1,0.37,0,105
29,0,1.3732214298586618,332,135
30,12,0.28,194,173
1,0,1.3732214298586618,0,30
4,0,1.3732214298586618,170,180
30,0,1.3732214298586618,342,250
3,22,3.42,23,100
6,50,3.55,0,110
30,1,0.14,311,65
2,1,0.79,341,43
5,4,0.23,0,55
5,1,0.42,4,300
21,24,1.3,264,125
2,50,6.88,0,109
2,1,0.04,0,120
2,0,1.3732214298586618,81,240
3,1,1.0,345,800
1,41,1.34,352,40
2,1,0.02,0,145
3,34,0.79,74,189
2,220,2.85,1,131
7,0,1.3732214298586618,0,75
20,4,0.18,0,198
1,2,0.04,0,120
1,10,1.02,275,129
1,101,7.03,33,45
28,22,0.38,207,150
1,1,0.02,0,66
2,2,0.23,0,125
1,8,0.53,14,300
60,140,2.81,283,120
3,4,0.16,0,52
1,13,5.91,0,299
2,23,2.2,328,600
1,22,5.5,64,175
5,8,0.16,0,495
30,0,1.3732214298586618,342,170
2,16,2.24,4,70
3,0,1.3732214298586618,0,145
29,0,1.3732214298586618,341,165
28,5,2.73,24,88
30,13,0.25,0,90
4,0,1.3732214298586618,297,300
2,28,0.7,0,90
7,1,0.07,0,90
5,152,2.1,281,160
1,8,0.34,0,85
1,2,0.03,0,110
3,136,2.17,284,250
3,0,1.3732214298586618,18,154
30,5,0.26,344,150
7,50,0.8,319,395
3,1,1.0,353,65
7,46,1.06,254,160
60,4,0.19,156,119
1,0,1.3732214298586618,165,50
1,0,1.3732214298586618,364,307
2,1,0.02,0,200
7,11,0.21,0,72
2,26,3.06,339,70
2,118,4.66,45,50
3,0,1.3732214298586618,0,245
2,7,3.44,31,100
4,0,1.3732214298586618,0,175
30,11,0.52,332,499
3,2,0.06,0,100
31,0,1.3732214298586618,281,49
30,36,0.61,245,95
3,2,0.03,0,30
7,8,0.82,363,135
3,2,0.68,335,60
4,10,2.07,97,170
1,22,1.64,5,90
30,3,0.07,291,47
1,54,0.75,0,100
3,2,0.06,0,70
3,1,0.01,0,700
30,10,0.35,299,129
2,23,6.22,33,60
1,50,1.85,38,57
5,0,1.3732214298586618,0,90
7,37,0.65,97,145
5,35,0.46,320,95
1,72,4.27,29,55
1,0,1.3732214298586618,330,80
1,5,0.11,0,58
2,80,1.83,158,99
5,3,0.19,189,70
2,21,1.14,70,189
7,1,0.03,0,65
3,7,0.74,0,339
4,18,0.22,189,70
1,0,1.3732214298586618,4,181
4,64,2.46,136,145
3,42,3.82,100,135
3,80,0.75,231,165
30,4,0.16,0,60
2,12,2.81,137,250
3,20,1.91,62,60
7,0,1.3732214298586618,37,80
5,1,0.08,38,55
1,0,1.3732214298586618,0,100
3,20,0.95,48,75
3,45,3.14,75,115
2,34,1.11,34,93
2,4,0.24,0,120
29,0,1.3732214298586618,316,189
2,0,1.3732214298586618,81,175
3,2,0.03,0,190
3,0,1.3732214298586618,150,208
1,0,1.3732214298586618,167,79
2,19,1.27,0,150
2,32,0.79,355,130
1,135,2.27,174,75
5,15,0.69,150,65
1,0,1.3732214298586618,365,119
3,7,0.24,0,130
5,10,0.87,4,300
2,4,0.63,0,150
30,7,0.26,331,185
3,64,0.72,333,115
1,0,1.3732214298586618,0,99
1,5,0.1,0,70
2,0,1.3732214298586618,89,200
4,3,0.26,0,120
3,15,1.87,8,108
1,15,4.84,135,30
1,96,2.48,309,359
1,1,0.02,0,175
2,1,0.26,265,215
1,5,0.12,0,200
2,0,1.3732214298586618,11,85
30,80,0.86,332,130
3,4,0.34,0,200
4,5,0.24,0,110
2,0,1.3732214298586618,94,99
6,0,1.3732214298586618,54,99
1,189,3.86,245,155
30,38,0.51,345,195
1,0,1.3732214298586618,355,450
3,6,0.47,0,125
30,1,1.0,364,189
2,0,1.3732214298586618,0,90
1,131,4.96,185,150
1,21,1.63,0,125
3,5,0.1,0,215
5,8,0.19,0,200
1,0,1.3732214298586618,0,157
30,5,0.37,329,37
3,21,3.0,228,199
2,60,2.61,94,150
2,108,1.09,201,305
14,1,0.04,0,80
30,0,1.3732214298586618,235,50
2,81,4.31,27,120
3,64,1.26,132,125
2,38,0.61,3,125
2,0,1.3732214298586618,10,89
1,5,0.66,0,200
3,3,0.06,0,145
29,2,0.27,337,169
3,89,2.59,37,60
2,39,1.12,51,47
30,0,1.3732214298586618,327,350
30,1,0.53,189,190
2,2,0.11,0,140
30,8,0.23,343,125
2,2,0.04,0,200
4,18,1.6,46,110
2,31,2.49,126,90
3,32,1.7,76,135
1,0,1.3732214298586618,0,186
2,4,0.11,0,29
3,0,1.3732214298586618,0,300
1,95,2.37,175,34
7,19,0.56,333,155
8,1,0.02,0,42
4,3,0.05,0,80
5,1,1.0,160,109
2,79,3.15,346,47
1,0,1.3732214298586618,0,350
1,162,3.2,162,35
4,22,1.49,309,265
2,8,0.62,288,170
1,2,0.19,0,110
3,138,1.82,315,50
2,37,1.23,0,150
2,0,1.3732214298586618,187,99
1,17,5.37,74,95
1,154,8.24,0,75
5,2,1.2,338,199
4,0,1.3732214298586618,0,250
1,6,0.28,0,50
3,3,0.21,0,50
20,0,1.3732214298586618,42,50
1,59,2.01,89,30
50,8,0.33,0,100
2,7,5.68,302,32
2,20,0.59,0,60
2,1,0.03,0,85
3,32,1.88,69,400
3,24,2.22,96,113
2,132,2.7,265,95
2,8,0.19,0,180
2,25,3.18,289,60
7,0,1.3732214298586618,0,45
2,0,1.3732214298586618,74,150
4,0,1.3732214298586618,365,225
1,1,0.22,0,39
30,12,0.39,68,140
1,28,0.72,364,80
2,0,1.3732214298586618,0,150
1,9,2.93,320,65
2,60,4.35,1,90
5,4,0.24,69,290
2,157,3.18,342,100
2,52,4.25,242,98
20,0,1.3732214298586618,180,129
3,0,1.3732214298586618,344,425
14,65,0.73,155,199
1,36,3.79,352,59
2,14,0.67,0,71
30,43,0.84,312,95
80,18,0.87,182,150
3,1,0.75,158,49
7,0,1.3732214298586618,9,150
3,50,1.42,268,200
2,7,4.2,189,320
10,0,1.3732214298586618,341,25
10,12,0.26,0,75
2,62,5.67,151,138
2,136,1.37,296,67
2,128,2.53,20,37
2,3,0.47,0,130
4,38,0.56,3,299
3,14,2.05,42,125
2,1,1.0,90,40
26,9,0.19,178,500
2,1,0.03,0,200
5,4,2.4,18,125
3,2,1.22,0,65
3,8,0.19,363,60
4,5,0.36,87,49
1,4,4.0,119,50
1,89,5.31,256,35
4,21,2.26,125,1250
3,20,2.51,169,65
30,1,0.29,318,37
1,1,0.03,0,135
30,15,0.69,333,79
2,20,5.56,297,135
30,1,0.05,189,199
1,0,1.3732214298586618,0,75
5,1,0.13,0,75
5,0,1.3732214298586618,90,80
3,4,0.09,0,109
5,1,0.06,0,300
2,15,2.28,96,45
2,1,0.06,88,75
2,3,0.09,0,80
3,70,1.38,117,95
1,1,0.15,65,85
30,4,0.19,148,40
2,11,0.16,157,50
3,14,1.45,0,145
2,30,2.65,2,75
1,2,0.06,0,85
10,1,0.03,0,45
2,195,3.69,241,135
7,9,0.21,0,120
1,50,0.87,333,99
2,116,4.03,1,259
2,50,3.87,181,180
7,0,1.3732214298586618,189,331
5,2,0.39,343,799
1,50,7.69,78,65
7,1,0.37,344,35
7,18,0.21,18,250
1,8,3.0,179,100
2,1,0.11,0,92
3,9,1.32,329,94
1,3,0.46,12,165
4,6,1.7,0,80
2,9,0.11,254,140
1,4,0.53,35,75
5,29,1.81,120,95
30,0,1.3732214298586618,343,225
2,25,4.78,28,85
6,0,1.3732214298586618,83,180
2,12,0.46,9,200
1,27,1.67,84,104
30,1,0.45,237,65
1,18,3.72,189,48
1,4,4.0,55,70
3,18,0.79,4,150
1,4,0.44,24,59
2,58,2.25,0,55
2,144,5.11,73,97
3,1,0.7,66,350
2,28,7.3,13,75
6,6,0.39,11,280
30,3,0.16,147,185
1,92,4.52,0,85
3,52,3.9,37,160
1,2,2.0,17,48
4,1,0.02,0,100
1,0,1.3732214298586618,0,60
3,31,1.27,13,250
1,83,10.29,0,70
2,2,1.18,0,240
29,2,0.07,148,199
2,25,0.43,365,75
3,50,1.08,339,100
2,68,4.27,32,150
1,170,3.34,165,30
3,9,0.54,280,75
4,6,0.61,0,115
3,30,2.31,76,80
3,10,0.23,0,60
2,6,0.13,134,200
1,0,1.3732214298586618,213,80
1,189,3.06,179,110
3,0,1.3732214298586618,9,46
3,0,1.3732214298586618,350,80
7,8,0.77,354,150
30,1,0.04,126,175
1,88,1.84,60,220
2,2,0.05,0,375
10,4,0.12,0,200
2,3,3.0,68,65
14,6,0.17,0,33
6,18,0.21,0,58
4,8,0.24,0,130
29,0,1.3732214298586618,336,164
1,2,0.04,0,164
1,2,0.15,0,300
2,153,6.59,14,43
4,82,1.13,60,69
4,33,1.2,346,350
2,8,3.08,174,90
3,1,0.08,0,190
3,103,1.92,0,180
2,7,0.13,365,95
5,24,1.39,121,170
7,2,0.33,0,55
2,9,0.46,41,250
1,144,1.68,340,70
3,0,1.3732214298586618,28,84
2,29,1.96,0,180
2,0,1.3732214298586618,0,225
3,0,1.3732214298586618,0,350
3,0,1.3732214298586618,0,145
4,81,1.75,360,110
3,169,4.98,136,54
2,156,2.54,307,160
2,0,1.3732214298586618,0,60
2,187,1.97,287,99
1,22,0.58,365,46
1,0,1.3732214298586618,339,43
7,14,0.2,221,40
2,10,0.97,178,50
2,5,1.76,15,68
2,213,2.87,288,150
2,1,0.04,0,87
1,0,1.3732214298586618,0,140
5,1,0.07,0,70
1,55,2.91,0,69
60,0,1.3732214298586618,362,50
29,1,0.11,220,185
7,0,1.3732214298586618,0,150
30,25,0.65,187,70
7,0,1.3732214298586618,0,55
2,70,2.9,22,95
3,93,1.82,30,125
1,16,3.72,113,453
4,4,0.21,0,100
30,11,1.24,6,140
2,78,3.26,65,104
7,2,1.76,59,40
2,0,1.3732214298586618,0,36
2,1,0.47,0,195
3,6,0.1,0,200
1,1,0.15,71,160
4,88,2.88,155,84
30,0,1.3732214298586618,342,185
30,4,0.15,199,275
10,1,0.03,0,130
21,1,0.44,36,37
4,0,1.3732214298586618,0,125
3,69,1.49,343,105
3,3,1.8,365,190
7,14,0.83,128,150
2,4,0.44,0,78
30,0,1.3732214298586618,249,225
1,0,1.3732214298586618,307,100
3,139,2.38,293,90
2,10,1.41,36,150
2,0,1.3732214298586618,0,200
2,58,0.99,345,59
1,11,0.26,0,200
2,16,0.57,6,64
2,2,0.03,0,175
30,2,0.06,364,199
4,0,1.3732214298586618,0,35
1,3,0.61,0,100
5,36,3.62,145,150
1,0,1.3732214298586618,312,200
1,2,0.04,0,47
5,5,1.06,69,45
2,4,1.24,1,225
1,8,4.44,157,96
2,14,1.65,0,125
3,17,0.68,0,135
2,19,0.45,0,200
1,69,10.67,158,135
3,231,3.72,177,89
2,29,0.68,176,225
1,9,2.84,144,90
6,12,0.32,188,135
1,6,0.14,0,30
30,4,0.37,244,56
30,0,1.3732214298586618,138,57
2,12,0.42,0,103
2,6,0.15,0,140
2,24,0.54,0,65
2,4,1.69,180,65
1,5,0.12,0,98
30,1,0.04,365,239
2,0,1.3732214298586618,0,249
1,1,0.02,129,150
1,1,0.03,0,80
2,4,1.56,35,50
7,2,0.04,0,145
5,51,0.76,201,118
5,0,1.3732214298586618,0,150
4,47,1.06,283,350
1,4,0.31,0,120
5,1,0.02,0,150
1,108,7.33,325,65
2,27,2.87,29,275
1,0,1.3732214298586618,0,190
2,12,0.34,49,80
5,1,0.09,0,120
1,0,1.3732214298586618,365,2000
4,8,0.7,156,250
8,2,0.07,59,185
1,242,4.4,238,155
1,4,0.36,0,60
2,0,1.3732214298586618,280,120
2,55,2.24,314,236
1,0,1.3732214298586618,0,120
3,29,0.58,56,225
3,12,0.15,0,575
7,13,0.73,0,120
29,3,0.03,34,250
1,49,3.84,168,35
4,42,2.46,242,159
1,0,1.3732214298586618,0,375
3,57,2.97,0,250
1,0,1.3732214298586618,0,67
3,0,1.3732214298586618,0,400
2,3,3.0,36,199
2,19,2.66,0,200
4,97,4.42,273,60
4,75,2.16,216,99
1,14,6.46,88,60
12,2,0.09,0,36
1,0,1.3732214298586618,0,90
2,21,2.27,30,40
2,23,2.94,257,80
3,14,3.31,16,112
2,24,2.69,95,40
5,2,0.32,26,279
1,3,0.12,0,40
4,4,0.13,157,100
1,0,1.3732214298586618,0,185
2,167,3.17,17,199
1,0,1.3732214298586618,0,75
1,0,1.3732214298586618,0,50
1,1,1.0,147,60
2,56,4.22,332,125
1,3,0.17,0,60
4,6,0.88,140,110
5,7,0.16,0,100
14,0,1.3732214298586618,83,250
3,25,3.21,55,185
2,8,0.38,0,100
4,4,0.28,221,399
2,0,1.3732214298586618,0,65
1,3,0.08,0,113
7,2,0.15,140,50
4,3,0.08,0,100
3,203,2.85,38,226
5,2,0.06,0,100
1,14,1.46,24,38
3,2,0.05,0,98
3,5,0.14,0,94
14,9,0.41,326,255
3,114,3.19,165,200
1,0,1.3732214298586618,0,50
1,85,4.08,172,185
1,3,0.07,0,50
2,6,0.17,7,95
2,119,4.08,65,275
4,1,0.04,0,160
4,18,1.9,85,275
3,0,1.3732214298586618,0,90
6,2,1.43,11,200
3,7,0.44,0,108
21,1,1.0,343,145
3,4,0.11,0,120
7,0,1.3732214298586618,178,1750
4,0,1.3732214298586618,0,60
1,1,0.02,0,380
2,144,3.37,0,82
2,5,0.15,0,80
4,0,1.3732214298586618,0,60
1,0,1.3732214298586618,0,120
7,5,0.14,343,45
1,7,0.19,0,90
2,70,3.43,326,36
1,2,0.04,0,250
1,93,5.01,279,130
2,8,5.45,252,269
2,21,0.82,0,105
1,0,1.3732214298586618,54,60
1,11,0.57,0,60
3,37,3.22,127,90
4,2,0.77,66,80
4,3,0.12,0,45
2,40,0.73,0,165
2,0,1.3732214298586618,0,69
4,1,0.02,365,255
3,4,3.0,90,85
30,0,1.3732214298586618,346,185
7,1,0.05,353,55
1,6,0.22,358,225
2,48,1.41,344,195
3,4,0.3,128,75
7,8,0.26,0,36
1,0,1.3732214298586618,363,170
2,125,3.23,271,145
1,1,0.46,156,100
2,131,3.88,333,48
3,0,1.3732214298586618,176,50
3,1,0.07,0,415
1,0,1.3732214298586618,174,35
5,49,0.84,25,200
5,0,1.3732214298586618,0,175
3,220,3.11,0,130
3,7,1.27,176,699
1,42,1.21,365,80
1,107,1.8,47,215
10,58,0.92,282,110
3,40,1.35,124,160
2,3,0.09,0,80
4,2,0.03,0,65
1,77,8.95,77,150
2,13,0.64,0,60
270,2,0.05,0,200
30,8,0.12,301,80
2,13,3.61,6,95
5,1,0.34,0,69
5,227,2.79,234,105
4,3,0.07,0,55
1,0,1.3732214298586618,0,229
1,0,1.3732214298586618,0,500
5,10,0.14,0,200
1,2,0.12,0,75
1,0,1.3732214298586618,298,249
7,2,0.03,0,90
30,0,1.3732214298586618,31,160
2,2,0.18,0,95
2,16,0.45,0,95
2,3,0.15,89,52
1,116,1.54,300,199
1,0,1.3732214298586618,173,500
4,2,0.33,175,89
30,0,1.3732214298586618,347,60
2,15,0.25,188,60
2,9,0.14,0,80
1,101,4.12,308,155
11,9,0.24,0,35
2,1,1.0,365,300
1,16,2.04,363,139
2,0,1.3732214298586618,36,80
1,1,0.02,0,250
1,30,1.16,244,90
1,35,0.69,80,75
1,2,0.04,0,65
1,0,1.3732214298586618,245,400
2,23,0.78,3,148
3,2,0.37,0,250
1,2,0.05,0,60
3,1,0.63,178,64
7,2,0.11,0,180
30,5,0.07,359,100
2,1,0.05,0,52
2,23,2.35,339,65
30,0,1.3732214298586618,311,36
1,97,4.03,132,129
4,16,0.51,103,228
1,135,2.91,351,45
2,0,1.3732214298586618,89,100
30,2,0.06,104,197
1,29,1.22,359,85
1,3,0.09,0,120
2,21,0.82,11,150
5,6,0.25,0,100
2,0,1.3732214298586618,315,68
2,0,1.3732214298586618,62,140
28,45,0.76,35,116
5,3,0.44,167,170
5,8,3.81,145,399
5,0,1.3732214298586618,0,100
7,0,1.3732214298586618,225,54
7,2,0.05,0,55
2,18,0.42,0,80
30,2,0.46,100,340
2,12,0.5,0,152
1,0,1.3732214298586618,0,100
4,0,1.3732214298586618,0,200
2,100,3.34,145,174
2,2,0.24,89,105
1,0,1.3732214298586618,365,299
3,13,0.26,181,49
1,33,3.2,95,125
4,7,0.29,0,78
1,64,9.5,329,99
6,55,0.85,97,180
15,6,0.11,0,144
1,1,0.09,87,55
2,13,0.73,303,180
1,18,2.4,140,129
1,37,1.28,44,100
1,102,2.7,90,81
1,4,0.21,0,152
2,0,1.3732214298586618,81,70
1,116,1.18,271,122
8,26,1.04,43,42
1,2,0.41,0,65
5,0,1.3732214298586618,0,70
14,0,1.3732214298586618,112,150
2,2,2.0,292,260
2,5,0.12,87,40
3,41,2.46,211,105
1,0,1.3732214298586618,0,150
3,19,0.59,0,150
1,69,3.64,9,110
1,0,1.3732214298586618,328,395
3,137,2.84,8,70
1,4,4.0,180,189
2,12,1.64,176,99
1,101,5.59,216,25
1,0,1.3732214298586618,0,139
2,90,1.95,11,265
2,6,0.43,66,305
3,45,3.8,219,186
2,3,0.48,0,39
2,1,0.07,0,365
3,6,1.88,175,100
1,7,4.77,0,52
2,0,1.3732214298586618,326,42
5,0,1.3732214298586618,88,100
3,92,2.57,130,120
4,8,0.51,161,400
3,59,1.17,4,185
7,2,0.09,0,51
30,1,0.1,205,250
10,4,0.22,19,105
7,1,0.04,0,83
1,194,4.29,0,60
2,10,0.22,52,75
2,25,2.68,148,97
4,7,0.14,0,125
1,11,0.46,0,33
31,2,2.0,184,135
6,4,0.07,0,90
1,140,7.47,81,45
2,9,1.57,0,150
3,0,1.3732214298586618,358,80
1,1,0.02,0,40
2,0,1.3732214298586618,355,257
3,2,0.06,358,53
3,10,0.16,0,40
2,260,3.44,254,85
2,7,0.32,0,115
2,25,0.52,58,85
6,0,1.3732214298586618,14,145
2,14,1.24,0,250
2,9,0.73,89,40
3,1,0.02,0,109
1,3,0.08,0,79
1,98,4.39,0,85
3,19,2.38,12,47
3,28,2.26,6,90
1,3,0.35,0,165
21,0,1.3732214298586618,0,50
5,0,1.3732214298586618,179,55
2,12,1.57,89,120
30,0,1.3732214298586618,211,400
2,15,1.76,365,68
2,93,3.68,142,70
3,2,0.32,0,120
2,4,0.09,0,55
5,19,0.62,0,40
5,6,0.51,0,55
4,3,0.18,0,130
29,1,0.79,32,33
2,11,2.31,313,80
2,1,1.0,177,545
1,0,1.3732214298586618,15,85
1,6,1.94,242,217
3,4,0.15,0,50
2,3,0.23,0,110
2,4,2.22,130,140
2,107,1.5,313,45
4,2,0.05,0,170
17,0,1.3732214298586618,0,165
1,2,0.3,0,400
30,3,0.08,308,130
15,0,1.3732214298586618,0,35
2,141,3.35,215,120
4,0,1.3732214298586618,0,100
7,67,0.87,0,70
1,0,1.3732214298586618,0,20
5,102,2.48,288,130
1,8,0.81,0,200
7,5,0.16,106,500
3,46,0.56,31,99
3,20,0.89,0,160
7,13,0.15,0,225
30,7,0.23,149,125
2,3,0.15,0,150
2,2,0.04,0,95
30,3,0.04,128,90
1,1,0.44,280,65
1,5,0.08,0,150
1,1,0.02,0,150
2,2,0.04,0,350
3,192,3.2,60,180
13,8,0.19,24,79
3,49,1.46,2,85
1,27,1.5,35,35
4,36,1.05,40,110
30,0,1.3732214298586618,293,312
1,1,0.04,0,38
2,0,1.3732214298586618,0,100
1,1,0.03,0,43
1,29,2.03,0,49
2,32,3.42,284,350
3,8,0.09,58,349
7,2,0.32,63,70
20,1,0.03,0,45
30,0,1.3732214298586618,365,200
5,7,0.12,0,200
1,0,1.3732214298586618,0,1100
2,23,1.4,348,50
30,12,0.37,245,245
3,13,0.59,61,85
4,55,1.62,17,86
4,0,1.3732214298586618,158,80
13,2,0.15,354,45
3,41,0.6,0,200
1,43,1.64,55,800
6,36,0.69,71,140
3,3,0.37,0,109
6,26,0.57,160,35
4,0,1.3732214298586618,16,300
2,6,2.43,262,520
1,8,3.2,41,28
2,0,1.3732214298586618,85,225
3,46,0.67,210,600
5,0,1.3732214298586618,0,95
5,4,0.09,0,299
2,233,2.09,342,175
2,15,0.83,220,40
7,0,1.3732214298586618,0,100
1,1,0.04,0,60
3,109,3.29,232,75
1,0,1.3732214298586618,0,115
30,143,1.33,297,200
3,33,1.79,0,180
1,123,2.23,336,59
1,29,2.28,245,129
2,1,0.02,0,60
1,0,1.3732214298586618,270,70
2,13,0.59,231,36
5,1,0.16,305,160
3,13,0.53,48,70
3,10,0.38,0,130
7,4,2.35,279,395
2,7,2.1,294,503
2,1,0.12,0,175
2,0,1.3732214298586618,0,55
5,2,0.07,0,100
2,35,1.35,327,105
3,61,1.01,132,87
2,6,0.13,5,74
2,6,1.1,0,50
3,6,0.1,11,90
5,15,2.88,148,400
2,8,0.16,0,150
2,5,0.14,0,75
1,1,0.16,0,114
1,6,0.28,333,45
2,9,2.52,347,236
3,2,0.05,0,125
1,12,1.24,2,100
5,1,0.15,0,65
2,1,0.04,0,100
10,0,1.3732214298586618,0,90
2,5,0.1,0,250
3,13,0.91,7,100
2,16,1.28,365,32
1,0,1.3732214298586618,362,165
1,3,2.73,55,85
2,39,1.53,84,49
3,14,0.29,0,110
15,38,1.4,311,35
7,0,1.3732214298586618,90,200
2,14,1.21,3,115
2,3,0.34,0,250
2,1,0.42,359,99
2,9,0.37,4,400
30,36,0.44,362,75
1,0,1.3732214298586618,66,145
5,72,0.91,325,230
1,2,0.09,189,85
12,1,0.05,0,135
5,0,1.3732214298586618,91,100
30,0,1.3732214298586618,0,412
7,20,0.47,13,250
1,0,1.3732214298586618,269,800
2,0,1.3732214298586618,40,120
3,152,1.6,192,79
1,4,0.55,41,160
30,0,1.3732214298586618,365,77
2,7,3.28,78,190
1,0,1.3732214298586618,0,86
6,7,0.54,179,55
1,25,0.65,335,45
3,10,0.23,0,175
1,27,3.86,33,78
30,1,0.02,113,99
3,12,0.21,97,85
1,3,0.16,0,110
3,5,5.0,254,140
1,3,0.07,0,175
2,23,3.61,50,45
5,28,2.54,62,150
1,23,0.39,219,145
3,41,0.81,294,75
2,1,0.02,0,350
2,29,4.73,121,70
1,21,6.49,14,28
1,30,2.18,4,140
7,2,0.11,246,800
24,10,0.28,31,50
2,16,0.46,0,50
180,0,1.3732214298586618,155,50
4,2,0.32,156,299
3,145,3.31,110,269
3,7,0.13,0,150
5,5,0.1,0,75
180,0,1.3732214298586618,310,400
1,0,1.3732214298586618,0,80
1,3,3.0,89,79
1,32,1.59,181,91
1,0,1.3732214298586618,0,149
3,2,2.0,22,178
1,3,0.13,342,50
14,0,1.3732214298586618,52,100
2,1,0.34,35,45
1,23,3.18,362,85
3,3,0.14,0,65
2,16,1.55,0,100
3,75,3.07,174,110
7,8,0.09,178,115
1,123,2.95,349,50
7,1,0.28,71,150
5,0,1.3732214298586618,87,350
30,0,1.3732214298586618,323,47
2,26,3.94,21,360
29,0,1.3732214298586618,218,287
2,195,3.41,254,229
10,25,0.51,213,177
2,131,3.97,126,100
2,14,1.85,365,65
4,6,0.32,6,81
5,206,2.89,252,95
2,1,0.57,90,35
2,3,0.19,239,130
4,2,0.31,24,840
7,2,0.12,0,158
7,2,0.05,0,100
2,4,0.04,0,140
3,289,3.3,85,77
3,3,1.7,52,210
1,6,0.77,281,50
1,1,0.03,0,250
3,10,0.7,0,139
30,7,0.11,340,149
2,11,0.93,0,70
3,4,0.16,0,60
1,35,1.56,15,95
1,0,1.3732214298586618,0,180
2,8,0.34,0,89
2,8,2.03,0,99
2,31,1.16,131,180
3,72,2.31,302,100
2,0,1.3732214298586618,0,165
3,9,0.81,353,199
1,0,1.3732214298586618,0,100
1,1,1.0,346,250
5,117,1.61,73,100
7,2,0.06,0,50
30,0,1.3732214298586618,145,365
24,0,1.3732214298586618,44,49
21,0,1.3732214298586618,0,45
2,23,3.59,323,55
3,13,0.34,0,125
1,3,0.18,364,65
1,64,8.97,142,60
2,6,0.55,68,75
3,0,1.3732214298586618,351,100
29,0,1.3732214298586618,0,108
30,69,4.45,234,412
1,8,4.9,15,150
1,0,1.3732214298586618,316,55
30,2,0.16,342,186
2,1,0.48,132,48
4,1,0.13,0,60
2,243,4.65,250,100
1,20,0.74,89,49
6,12,0.3,0,85
3,6,0.15,0,250
3,2,0.25,0,48
3,33,1.61,1,175
2,91,2.6,21,48
2,10,0.28,93,140
1,1,0.03,0,110
1,46,0.74,0,200
2,0,1.3732214298586618,84,120
1,21,3.35,78,60
300,2,0.1,365,150
2,0,1.3732214298586618,0,150
1,0,1.3732214298586618,0,850
1,132,4.81,103,105
1,86,2.16,4,49
3,26,0.61,74,199
2,84,2.61,322,75
30,0,1.3732214298586618,310,55
1,33,0.87,348,49
2,6,0.33,0,75
2,7,0.9,0,299
30,42,1.24,355,85
4,5,0.13,0,148
2,1,0.34,159,254
20,12,0.28,23,90
1,3,0.38,365,200
5,1,0.08,0,55
1,107,2.18,345,30
1,0,1.3732214298586618,0,200
1,5,0.23,0,199
3,32,2.79,42,62
1,1,0.18,5,155
3,159,3.4,132,225
8,0,1.3732214298586618,17,130
4,86,3.68,1,127
